source,id,price,area,rooms,floor,storeys,bathroom_count,new_building,F_Furniture,F_Security,F_Air Conditioner,F_Balcony,F_Heating System,F_Internet,F_Elevator,latitude,longitude,building_type_Monolit,building_type_Other,building_type_Panel,building_type_Stone,condition_Good Condition,condition_Needs Renovation/Repair,condition_New/Excellent Condition,condition_Other,coordinates,SL_opera,SL_malibu,SL_aua,SL_zvartnoc,SL_dalma,SL_yerevan_mall,SL_shumyan_cemetery,SL_nork_cemetery,SL_central_cemetery,SL_davtashen_cemetery,SL_zeytun_cemetery,SL_yerablur,SL_avan_cemetery,SL_baghramyan_subway,SL_shengavit_subway,SL_barekamutyun_subway,SL_yeritasardakan_subway,SL_zoravar_subway,SL_sasunci_subway,SL_gorcarain_subway,SL_gergin_subway,SL_charbakh_subway,SL_avan,SL_massiv,L_payment_terminal,L_pharmacy,L_atm,L_car_wash,L_waste_disposal,L_parking,L_bank,L_clinic,L_fuel,L_school,L_place_of_worship,L_music_school,L_university,L_kindergarten,L_bus_station,L_hospital,L_prison,L_stripclub
bnakaran,d83695,69350.0,73.0,3.0,2.0,7.0,1.0,0,0,0,0,0,0,0,0,44.511299133301,40.188098907471,0,0,1,0,1,0,0,0,"(40.188098907471, 44.511299133301)",397,626,754,10221,2183,3749,4807,3059,4764,4864,4014,5845,5702,1802,5266,1695,758,1878,3741,5338,4858,6292,6952,5168,12,3,15,0,2,4,3,2,0,0,2,0,1,2,0,0,0,0
bnakaran,d109011,35100.0,39.0,2.0,3.0,5.0,1.0,0,0,0,0,0,0,0,0,44.524913797622,40.178097120028,0,0,0,1,1,0,0,0,"(40.178097120028, 44.524913797622)",1211,1540,2357,10954,3099,3267,6243,2475,3259,6452,4226,6404,5344,3394,4963,3291,998,1325,3016,4682,4739,6199,6671,4067,0,1,4,0,0,4,1,0,1,2,0,0,3,1,0,0,0,0
bnakaran,d83695,69350.0,73.0,3.0,2.0,7.0,1.0,0,1,0,1,1,0,1,0,44.511299133301,40.188098907471,0,1,0,0,1,0,0,0,"(40.188098907471, 44.511299133301)",397,626,754,10221,2183,3749,4807,3059,4764,4864,4014,5845,5702,1802,5266,1695,758,1878,3741,5338,4858,6292,6952,5168,12,3,15,0,2,4,3,2,0,0,2,0,1,2,0,0,0,0
bnakaran,d117560,155000.0,80.0,2.0,7.0,16.0,1.0,0,0,0,1,0,0,0,0,44.512879,40.17787,0,1,0,0,1,0,0,0,"(40.17787, 44.512879)",923,711,1769,9963,2079,2711,5310,3325,3734,5884,4774,5437,6162,2696,4324,2606,1102,741,2632,4266,4000,5463,7469,4023,7,1,16,0,4,14,11,1,0,1,0,0,0,0,1,0,0,0
bnakaran,d117553,137500.0,110.0,3.0,5.0,8.0,1.0,1,0,1,0,0,0,0,0,44.509799957275,40.174900054932,1,0,0,0,1,0,0,0,"(40.174900054932, 44.509799957275)",1313,920,2001,9621,1872,2307,5229,3720,3646,6044,5195,5074,6568,2832,3906,2753,1521,456,2267,3878,3579,5043,7879,3735,0,3,9,4,2,14,9,0,0,6,0,0,0,0,0,0,0,0
bnakaran,d116830,324000.0,135.0,3.0,10.0,12.0,2.0,1,0,0,0,0,0,0,0,44.508399963379,40.183498382568,1,0,0,0,0,0,1,0,"(40.183498382568, 44.508399963379)",632,59,1048,9802,1763,3195,4718,3421,4465,5151,4546,5368,6153,1969,4698,1877,1021,1402,3214,4789,4292,5730,7425,4696,5,7,14,5,5,6,9,6,1,3,2,2,2,3,0,5,0,0
bnakaran,d107554,187950.0,125.0,4.0,8.0,10.0,3.0,1,0,0,1,0,0,0,0,44.545980515027,40.19442802257,1,0,0,0,0,1,0,0,"(40.19442802257, 44.545980515027)",2786,3465,3533,13218,5174,5811,7633,192,4888,6669,2004,8758,2806,4444,7510,4336,2397,3861,5521,7166,7283,8745,4126,6306,0,0,0,1,0,3,0,0,3,0,0,0,0,0,0,0,0,0
bnakaran,d117728,58500.0,52.0,2.0,4.0,8.0,1.0,1,0,0,0,0,0,0,0,44.509528,40.203008,1,0,0,0,0,0,1,0,"(40.203008, 44.509528)",1949,2221,1252,10844,3204,5349,4559,3361,6318,3554,3286,6784,5365,1483,6765,1403,2064,3541,5386,6948,6290,7667,6448,6832,0,0,1,7,3,4,0,0,4,2,0,0,0,0,0,0,0,0
bnakaran,d117334,750000.0,150.0,4.0,5.0,12.0,2.0,1,0,0,0,0,0,0,0,44.516331813492,40.190678,1,0,0,0,1,0,0,0,"(40.190678, 44.516331813492)",530,1104,1027,10727,2695,4147,5170,2597,4831,4917,3506,6360,5194,2049,5709,1938,581,2192,4086,5716,5325,6769,6439,5425,4,4,12,0,1,2,5,0,0,1,0,0,1,3,0,0,0,0
bnakaran,d117345,1000000.0,200.0,4.0,4.0,5.0,4.0,1,0,0,1,0,0,0,0,44.519182797622,40.186517170545,1,0,0,0,0,0,1,0,"(40.186517170545, 44.519182797622)",352,1025,1412,10778,2737,3807,5499,2447,4310,5423,3685,6332,5190,2465,5424,2356,68,1802,3692,5345,5085,6545,6473,4962,9,7,30,2,6,6,8,0,0,4,2,0,2,1,0,4,0,0
bnakaran,d117415,250000.0,50.0,2.0,13.0,13.0,1.0,1,0,0,0,0,0,0,0,44.509672,40.1825,0,1,0,0,1,0,0,0,"(40.1825, 44.509672)",602,155,1189,9865,1841,3112,4858,3354,4311,5302,4551,5409,6113,2123,4643,2030,960,1272,3109,4700,4254,5700,7393,4569,7,9,17,6,4,5,9,6,0,4,0,2,2,6,0,4,0,0
bnakaran,d117451,220000.0,110.0,4.0,2.0,4.0,2.0,0,0,0,0,0,0,0,0,44.521626523198,40.179706225382,0,0,0,1,1,0,0,0,"(40.179706225382, 44.521626523198)",893,1217,2031,10734,2818,3244,5918,2586,3533,6138,4196,6203,5444,3065,4920,2962,738,1239,3050,4718,4655,6119,6762,4215,3,6,9,1,4,9,4,0,0,1,0,0,1,1,0,0,0,0
bnakaran,d117578,115600.0,68.0,2.0,9.0,16.0,1.0,1,0,0,0,0,0,0,0,44.514816847885,40.181676631433,1,0,0,0,1,0,0,0,"(40.181676631433, 44.514816847885)",481,600,1484,10248,2257,3165,5300,2984,3996,5618,4337,5758,5788,2487,4771,2388,663,1184,3079,4719,4433,5893,7085,4431,19,5,23,3,4,9,15,3,0,3,0,1,1,2,0,1,0,0
bnakaran,d102666,280000.0,135.0,4.0,5.0,10.0,2.0,1,0,1,0,0,0,0,0,44.512278017196,40.196568820992,1,0,0,0,0,0,1,0,"(40.196568820992, 44.512278017196)",1199,1545,807,10696,2804,4685,4763,2960,5569,4206,3378,6471,5289,1572,6166,1465,1320,2818,4686,6278,5728,7140,6463,6098,0,0,1,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0
bnakaran,d115504,264000.0,197.0,3.0,8.0,9.0,3.0,1,0,0,1,0,1,0,0,44.541246814757,40.192968448314,1,0,0,0,0,1,0,0,"(40.192968448314, 44.541246814757)",2353,3032,3125,12784,4741,5425,7243,471,4693,6403,2206,8326,3225,4059,7120,3950,1963,3456,5156,6811,6878,8342,4538,6012,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
bnakaran,d115688,350000.0,100.0,3.0,2.0,6.0,1.0,0,0,0,0,0,0,0,0,44.518451685843,40.178064348413,0,0,0,1,1,0,0,0,"(40.178064348413, 44.518451685843)",927,1048,1991,10424,2550,2946,5734,2912,3494,6124,4491,5885,5769,2989,4610,2891,914,929,2779,4443,4335,5800,7086,4021,3,9,12,2,7,7,7,1,0,1,0,0,0,1,1,0,0,0
bnakaran,d115971,1060000.0,265.0,5.0,13.0,14.0,4.0,0,0,1,1,0,0,0,0,44.497512763229,40.183425087143,1,0,0,0,1,0,0,0,"(40.183425087143, 44.497512763229)",1520,890,1162,8940,907,3126,3866,4313,5052,4748,5245,4585,6983,1568,4395,1517,1925,1841,3307,4710,3894,5262,8228,4934,0,0,5,1,0,7,0,1,0,1,0,0,0,0,0,4,0,0
bnakaran,d116880,350000.0,104.0,3.0,1.0,15.0,2.0,1,0,0,0,0,0,0,0,44.516364,40.190678,1,0,0,0,1,0,0,0,"(40.190678, 44.516364)",531,1106,1029,10729,2697,4147,5173,2595,4830,4919,3504,6362,5191,2052,5710,1941,579,2192,4086,5717,5326,6771,6436,5425,4,4,12,0,1,2,5,0,0,1,0,0,1,3,0,0,0,0
bnakaran,d116903,336000.0,140.0,4.0,7.0,12.0,2.0,1,0,1,0,0,0,0,0,44.509546,40.17987763,1,0,0,0,1,0,0,0,"(40.17987763, 44.509546)",827,377,1461,9760,1793,2828,4960,3475,4083,5548,4775,5267,6273,2349,4378,2262,1125,988,2817,4413,4006,5459,7566,4283,9,7,23,7,2,8,8,3,0,2,0,2,2,4,0,3,0,0
bnakaran,d113464,180000.0,60.0,2.0,3.0,14.0,1.0,1,0,1,1,0,0,0,0,44.503806,40.153376,1,0,0,0,1,0,0,0,"(40.153376, 44.503806)",3752,3319,4342,8780,3143,360,6406,5706,2996,8085,7491,4320,8554,4951,1792,4901,3898,2107,315,1436,1831,3139,9887,1756,1,0,4,2,2,7,1,1,2,2,0,0,0,0,1,0,0,0
bnakaran,d117690,117000.0,90.0,3.0,5.0,10.0,1.0,0,0,0,0,0,0,0,0,44.516558542327,40.182821964254,0,0,1,0,1,0,0,0,"(40.182821964254, 44.516558542327)",374,728,1482,10429,2422,3340,5398,2797,4035,5602,4146,5946,5595,2512,4957,2410,471,1342,3237,4885,4624,6086,6890,4551,20,4,36,2,7,9,17,0,0,2,2,0,0,0,0,1,0,0
bnakaran,d112939,430000.0,117.0,3.0,4.0,4.0,2.0,0,0,0,0,0,0,0,0,44.51163,40.184608,0,0,0,1,1,0,0,0,"(40.184608, 44.51163)",332,353,1061,10102,2061,3382,4938,3122,4416,5196,4266,5668,5853,2066,4927,1966,723,1489,3357,4964,4541,5987,7127,4779,10,10,19,2,4,7,6,4,0,4,2,1,1,3,0,5,0,0
bnakaran,d117300,82000.0,33.0,2.0,12.0,14.0,1.0,0,0,0,0,0,0,0,0,44.505718691787,40.205087339636,0,1,0,0,0,0,1,0,"(40.205087339636, 44.505718691787)",2266,2456,1411,10693,3240,5542,4274,3745,6662,3157,3533,6733,5658,1337,6900,1282,2419,3805,5614,7143,6400,7747,6704,7103,2,3,6,4,2,6,3,0,6,1,0,0,0,1,0,1,0,0
bnakaran,d96493,67000.0,67.0,2.0,6.0,10.0,1.0,1,0,0,0,0,0,0,0,44.514958627563,40.178923385299,1,0,0,0,1,0,0,0,"(40.178923385299, 44.514958627563)",786,749,1746,10166,2251,2890,5424,3113,3730,5879,4575,5644,5950,2717,4518,2622,912,888,2784,4430,4204,5668,7258,4124,8,5,15,1,8,12,10,2,0,1,0,0,1,0,1,0,0,0
bnakaran,d86810,131000.0,39.0,2.0,4.0,4.0,1.0,0,0,0,0,0,0,0,0,44.512050920857,40.185021654168,0,0,0,1,1,0,0,0,"(40.185021654168, 44.512050920857)",280,408,1046,10152,2109,3436,4958,3075,4436,5179,4208,5722,5800,2062,4984,1961,678,1534,3407,5017,4599,6046,7072,4821,12,9,19,2,4,7,3,4,0,4,2,1,1,2,0,5,0,0
bnakaran,d97605,225000.0,36.0,1.0,3.0,15.0,1.0,1,0,1,1,0,0,0,0,44.511268523448,40.179866056272,1,0,0,0,1,0,0,0,"(40.179866056272, 44.511268523448)",755,451,1512,9898,1939,2870,5095,3343,3994,5623,4682,5399,6151,2437,4446,2346,1016,964,2830,4444,4090,5547,7447,4260,9,3,17,6,3,8,9,3,0,2,0,2,1,3,0,3,0,0
bnakaran,d103793,185000.0,61.0,2.0,2.0,5.0,1.0,0,0,0,1,0,0,0,0,44.50469859247,40.178883366649,0,0,0,1,0,0,1,0,"(40.178883366649, 44.50469859247)",1185,542,1506,9334,1379,2635,4637,3896,4265,5455,5133,4849,6682,2242,4102,2169,1525,1062,2707,4235,3690,5128,7968,4264,8,12,18,2,1,4,3,2,0,2,2,1,0,2,0,1,0,0
bnakaran,d112892,260000.0,60.0,2.0,11.0,11.0,1.0,1,0,0,0,0,0,0,0,44.514714923942,40.180791997126,1,0,0,0,1,0,0,0,"(40.180791997126, 44.514714923942)",579,624,1559,10209,2238,3071,5326,3034,3917,5694,4420,5708,5849,2550,4682,2453,745,1086,2981,4622,4350,5812,7149,4333,18,5,19,3,4,8,13,3,0,3,0,1,1,1,0,1,0,0
bnakaran,d114996,245000.0,82.0,2.0,9.0,16.0,1.0,1,0,0,1,0,0,0,0,44.498020834609,40.193458479445,1,0,0,0,1,0,0,0,"(40.193458479445, 44.498020834609)",1670,1433,558,9465,1791,4236,3586,4143,5879,3752,4604,5341,6548,553,5495,462,2024,2749,4389,5825,4974,6303,7716,5979,5,4,3,3,5,1,3,1,1,3,0,0,0,0,0,0,0,0
bnakaran,d115609,135000.00000000003,51.0,2.0,4.0,10.0,1.0,0,0,0,0,0,1,0,0,44.521257524497,40.172387323401,0,0,1,0,1,0,0,0,"(40.172387323401, 44.521257524497)",1601,1636,2646,10501,2884,2584,6219,3140,2830,6780,4932,5926,6004,3617,4287,3523,1541,782,2312,3976,4099,5549,7335,3401,3,4,8,4,1,5,1,0,3,3,0,1,2,0,0,0,0,0
bnakaran,d116588,135000.0,53.0,2.0,13.0,16.0,1.0,1,0,0,1,0,1,0,0,44.519158,40.164487,1,0,0,0,0,1,0,0,"(40.164487, 44.519158)",2416,2272,3348,10174,3073,1880,6521,3928,2265,7440,5806,5598,6762,4232,3570,4150,2416,955,1499,3132,3481,4887,8095,2513,1,1,0,3,2,1,0,0,1,2,1,0,0,1,0,0,0,0
bnakaran,d101618,72000.0,60.0,2.0,13.0,16.0,1.0,1,0,0,0,0,0,0,0,44.521098,40.2068569885,1,0,0,0,1,0,0,0,"(40.2068569885, 44.521098)",2374,2870,2137,11906,4148,5983,5594,2683,6414,4157,2220,7788,4340,2554,7510,2473,2297,4034,5929,7559,7087,8505,5388,7227,0,6,9,0,1,6,7,1,3,2,2,0,0,1,0,1,0,0
bnakaran,d117673,147500.0,51.0,2.0,3.0,7.0,1.0,1,0,0,1,0,0,0,0,44.529147,40.180977,1,0,0,0,1,0,0,0,"(40.180977, 44.529147)",1318,1812,2453,11387,3462,3743,6479,1994,3456,6448,3787,6850,4863,3506,5441,3398,978,1804,3477,5137,5221,6680,6190,4447,0,0,2,0,1,3,2,1,0,2,0,0,9,1,0,0,0,0
bnakaran,d109715,580000.0,145.0,4.0,15.0,18.0,2.0,1,0,0,0,0,0,0,0,44.508144704366,40.183877588573,1,0,0,0,1,0,0,0,"(40.183877588573, 44.508144704366)",635,91,1001,9797,1754,3232,4683,3429,4511,5104,4532,5371,6152,1922,4728,1830,1030,1448,3256,4827,4317,5753,7421,4742,4,8,13,4,6,8,9,7,1,3,2,1,1,2,0,4,0,0
bnakaran,d116287,215000.0,116.0,4.0,9.0,12.0,2.0,1,0,0,1,0,1,0,0,44.467231805525,40.190351925737,1,0,0,0,0,1,0,0,"(40.190351925737, 44.467231805525)",4094,3555,3170,7074,2194,4805,1269,6763,7511,3741,7142,3625,9164,2381,5294,2472,4496,4370,5225,6096,4642,5525,10295,6901,8,3,1,1,11,4,0,0,2,1,1,0,1,1,0,0,0,0
bnakaran,d117292,78000.0,60.0,2.0,3.0,5.0,1.0,0,0,0,0,0,0,0,0,44.5066000502,40.17897960501,0,0,0,1,1,0,0,0,"(40.17897960501, 44.5066000502)",1062,468,1506,9491,1541,2672,4776,3744,4165,5516,5016,4999,6538,2304,4178,2225,1385,984,2710,4268,3784,5230,7828,4235,10,10,18,4,2,6,5,1,0,2,1,1,0,3,0,1,0,0
bnakaran,d117579,160000.0,89.0,3.0,3.0,5.0,2.0,0,0,0,1,0,1,0,0,44.513892509261,40.165163273084,0,0,0,1,1,0,0,0,"(40.165163273084, 44.513892509261)",2319,2052,3136,9741,2659,1573,6115,4154,2658,7168,5931,5162,7013,3954,3278,3879,2395,689,1306,2975,3128,4561,8346,2610,0,9,1,4,2,2,2,0,2,1,1,0,0,1,0,2,0,0
bnakaran,d117672,157999.99999999997,60.0,2.0,3.0,5.0,1.0,1,0,0,1,0,0,0,0,44.535684727508,40.186212629436,1,0,0,0,0,1,0,0,"(40.186212629436, 44.535684727508)",1749,2378,2740,12089,4089,4547,6876,1194,3947,6456,3051,7582,4062,3764,6246,3653,1342,2601,4269,5923,6022,7483,5387,5151,0,1,6,1,0,1,1,1,0,0,0,0,0,0,0,2,0,0
bnakaran,d94193,230000.0,78.0,2.0,4.0,4.0,1.0,0,0,0,0,0,0,0,0,44.522062889469,40.206548361418,0,0,0,1,0,0,1,0,"(40.206548361418, 44.522062889469)",2360,2872,2167,11960,4178,5975,5669,2596,6361,4245,2152,7825,4261,2615,7512,2532,2268,4017,5913,7547,7095,8517,5317,7196,0,4,6,0,1,7,5,1,2,2,2,0,0,1,0,0,0,0
bnakaran,d117653,210000.0,105.0,3.0,11.0,15.0,0.0,1,0,0,0,0,0,0,0,44.519886,40.203801,1,0,0,0,0,0,1,0,"(40.203801, 44.519886)",2020,2517,1820,11647,3830,5628,5443,2591,6110,4227,2432,7484,4482,2334,7157,2244,1955,3681,5576,7204,6738,8160,5580,6884,0,4,9,2,2,3,5,0,2,1,0,0,0,0,0,0,0,0
bnakaran,d117641,380000.0,165.0,4.0,3.0,6.0,2.0,1,0,0,0,0,0,0,0,44.512879,40.17787,1,0,0,0,1,0,0,0,"(40.17787, 44.512879)",923,711,1769,9963,2079,2711,5310,3325,3734,5884,4774,5437,6162,2696,4324,2606,1102,741,2632,4266,4000,5463,7469,4023,7,1,16,0,4,14,11,1,0,1,0,0,0,0,1,0,0,0
bnakaran,d117602,135000.0,76.0,3.0,9.0,9.0,1.0,0,0,0,0,0,0,0,0,44.508201599121,40.199501037598,0,0,1,0,1,0,0,0,"(40.199501037598, 44.508201599121)",1611,1828,848,10548,2821,4947,4416,3360,6010,3731,3533,6429,5545,1250,6359,1154,1779,3162,4993,6547,5886,7267,6672,6458,0,0,0,1,0,2,0,0,2,1,0,0,0,0,0,0,0,0
bnakaran,d117648,65000.0,65.0,2.0,3.0,11.0,1.0,1,0,0,0,0,0,0,0,44.499761063476,40.200393697425,1,0,0,0,1,0,0,0,"(40.200393697425, 44.499761063476)",2063,2050,971,9985,2554,5003,3706,4082,6439,3182,4165,6008,6230,617,6281,555,2325,3410,5130,6597,5757,7076,7326,6686,8,13,8,5,6,0,3,1,1,1,0,0,0,1,0,1,0,0
bnakaran,d116579,330000.0,122.0,4.0,8.0,14.0,2.0,1,0,0,1,0,1,0,0,44.483353462981,40.174898390487,1,0,0,0,0,0,1,0,"(40.174898390487, 44.483353462981)",2965,2281,2648,7475,637,2611,3457,5745,5427,5393,6777,3055,8481,2637,3340,2644,3348,2482,3030,3980,2736,3946,9741,4704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bnakaran,d117406,91000.0,70.0,3.0,3.0,9.0,1.0,0,0,0,0,0,0,0,0,44.512695246696,40.182558208846,0,1,0,0,1,0,0,0,"(40.182558208846, 44.512695246696)",433,403,1301,10109,2094,3192,5097,3112,4174,5436,4375,5639,5889,2290,4766,2192,733,1261,3143,4764,4403,5858,7176,4543,10,9,20,4,4,8,11,4,0,3,0,1,1,3,0,3,0,0
bnakaran,d117586,130000.0,100.0,3.0,4.0,9.0,2.0,1,0,1,0,0,0,0,0,44.512879,40.17787,1,0,0,0,1,0,0,0,"(40.17787, 44.512879)",923,711,1769,9963,2079,2711,5310,3325,3734,5884,4774,5437,6162,2696,4324,2606,1102,741,2632,4266,4000,5463,7469,4023,7,1,16,0,4,14,11,1,0,1,0,0,0,0,1,0,0,0
bnakaran,d117639,130000.0,130.0,4.0,10.0,14.0,2.0,1,0,0,0,0,0,0,0,44.500769,40.197098,0,1,0,0,1,0,0,0,"(40.197098, 44.500769)",1732,1677,606,9868,2257,4636,3784,3937,6082,3529,4218,5794,6219,593,5939,487,2025,3036,4756,6232,5427,6765,7356,6309,6,6,5,5,5,0,2,1,1,0,0,0,0,0,0,0,0,0
bnakaran,d117635,200000.00000000003,102.0,4.0,4.0,5.0,2.0,0,0,1,0,0,0,0,0,44.569473,40.204317,0,0,0,1,1,0,0,0,"(40.204317, 44.569473)",5048,5732,5677,15476,7430,7995,9642,2312,6492,8123,2173,11035,662,6476,9700,6375,4668,6102,7654,9254,9513,10968,1960,8203,0,3,0,1,8,0,0,0,1,4,0,0,0,4,0,0,0,0
bnakaran,d117640,90000.0,60.0,2.0,10.0,14.0,1.0,1,0,0,0,0,0,0,0,44.515071,40.165969,1,0,0,0,1,0,0,0,"(40.165969, 44.515071)",2227,1993,3077,9854,2691,1707,6142,4021,2635,7132,5805,5273,6879,3919,3412,3841,2287,633,1431,3099,3261,4695,8212,2687,0,9,4,5,2,4,4,0,1,5,1,0,0,2,0,2,0,0
bnakaran,d74271,175000.0,70.0,2.0,3.0,6.0,2.0,0,0,0,0,0,0,0,0,44.471509026459,40.191081302479,0,0,0,1,1,0,0,0,"(40.191081302479, 44.471509026459)",3744,3224,2802,7415,1961,4669,1513,6397,7269,3597,6773,3831,8792,2011,5276,2101,4144,4099,5062,6020,4632,5598,9925,6746,6,3,0,1,12,5,0,0,3,1,1,0,0,1,0,0,0,0
bnakaran,d73132,150000.0,50.0,2.0,3.0,9.0,1.0,1,0,0,1,0,0,0,0,44.501598034393,40.201013558883,1,0,0,0,1,0,0,0,"(40.201013558883, 44.501598034393)",2024,2068,984,10154,2680,5072,3866,3945,6420,3226,3995,6162,6064,785,6379,718,2263,3432,5182,6670,5865,7196,7157,6719,5,11,10,3,5,2,5,1,3,2,0,0,0,0,0,1,0,0
bnakaran,d117633,600000.0,200.0,4.0,4.0,16.0,2.0,1,0,1,0,0,0,0,0,44.516620071441,40.17792573882,1,0,0,0,1,0,0,0,"(40.17792573882, 44.516620071441)",907,929,1915,10270,2395,2855,5598,3050,3561,6049,4587,5734,5902,2894,4506,2798,962,836,2715,4372,4216,5681,7216,4007,7,8,14,2,7,7,10,1,0,1,0,0,0,1,1,0,0,0
bnakaran,d117634,1125000.0,275.0,5.0,13.0,13.0,3.0,1,0,1,1,0,0,0,0,44.48980333688,40.179509721771,1,0,0,0,1,0,0,0,"(40.179509721771, 44.48980333688)",2266,1594,1901,8169,122,2830,3520,5061,5253,4973,6029,3799,7762,2000,3861,1988,2661,2112,3137,4340,3305,4605,9012,4819,1,1,1,2,0,9,1,0,1,0,0,0,0,0,0,0,0,0
bnakaran,d72996,240000.0,120.0,3.0,6.0,10.0,1.0,1,0,1,0,0,0,0,0,44.514863491058,40.180512733596,1,0,0,0,1,0,0,0,"(40.180512733596, 44.514863491058)",610,648,1592,10211,2248,3047,5349,3037,3884,5727,4437,5707,5856,2582,4663,2484,763,1058,2954,4596,4334,5796,7158,4301,17,5,18,3,3,10,14,2,0,3,0,1,1,1,0,1,0,0
bnakaran,d112840,600000.0,200.0,4.0,10.0,16.0,2.0,1,0,0,0,0,0,0,0,44.510965,40.181363,1,0,0,0,1,0,0,0,"(40.181363, 44.510965)",623,315,1348,9927,1928,3020,5007,3298,4145,5468,4572,5448,6084,2290,4580,2198,930,1132,2993,4600,4210,5663,7373,4428,9,6,17,6,5,7,11,3,0,3,0,2,1,5,0,3,0,0
bnakaran,d117186,870000.0,140.0,3.0,10.0,11.0,2.0,1,0,0,0,0,0,0,0,44.514334050262,40.182433703864,1,0,0,0,0,0,1,0,"(40.182433703864, 44.514334050262)",401,543,1392,10236,2229,3227,5233,2988,4090,5526,4297,5758,5778,2399,4823,2300,631,1260,3154,4788,4474,5933,7069,4517,17,7,23,4,3,9,8,2,0,3,0,1,1,2,0,2,0,0
bnakaran,d115038,540000.0,180.0,4.0,8.0,16.0,2.0,1,0,0,0,0,0,0,0,44.507266370361,40.181576150645,1,0,0,0,1,0,0,0,"(40.181576150645, 44.507266370361)",826,176,1230,9638,1621,2966,4707,3582,4351,5288,4766,5180,6342,2084,4464,1999,1189,1224,2999,4562,4059,5499,7621,4505,10,8,18,3,3,7,10,2,0,3,0,1,1,3,0,3,0,0
bnakaran,d117632,155000.0,80.0,3.0,7.0,16.0,1.0,0,0,0,1,0,0,0,0,44.503824779097,40.192043307697,0,0,1,0,1,0,0,0,"(40.192043307697, 44.503824779097)",1169,1059,68,9828,1942,4084,4097,3650,5469,4140,4254,5597,6126,1030,5458,924,1510,2421,4172,5684,4979,6359,7322,5704,1,3,6,3,5,2,0,0,1,3,0,0,0,0,0,0,0,0
bnakaran,d117618,445000.0,90.0,2.0,4.0,6.0,1.0,0,0,0,0,0,0,0,0,44.517591847885,40.187878977592,0,0,0,1,1,0,0,0,"(40.187878977592, 44.517591847885)",298,975,1224,10706,2660,3892,5334,2540,4503,5220,3656,6288,5235,2274,5486,2165,268,1908,3804,5447,5127,6580,6505,5112,9,7,21,2,3,2,7,0,0,4,0,0,4,3,0,0,0,0
bnakaran,d117623,36000.0,45.0,2.0,9.0,9.0,1.0,1,0,1,1,0,0,0,0,44.517022558197,40.170835481025,1,0,0,0,1,0,0,0,"(40.170835481025, 44.517022558197)",1694,1560,2627,10114,2594,2217,5987,3516,2901,6736,5249,5535,6383,3538,3914,3451,1727,414,1990,3658,3708,5162,7713,3218,9,10,10,6,5,7,7,0,2,6,1,0,0,0,0,0,0,0
bnakaran,d117620,130000.00000000004,56.0,2.0,11.0,14.0,1.0,0,0,0,1,0,0,0,0,44.506523354492,40.205770112247,1,0,0,0,1,0,0,0,"(40.205770112247, 44.506523354492)",2315,2528,1493,10792,3338,5624,4356,3711,6702,3163,3450,6835,5583,1439,6990,1384,2453,3871,5689,7225,6493,7843,6620,7168,2,1,3,6,2,6,3,0,5,2,0,0,0,1,0,1,0,0
bnakaran,d117616,129000.0,80.0,3.0,4.0,9.0,1.0,0,0,0,1,0,0,0,0,44.569219433178,40.185741262593,0,0,1,0,1,0,0,0,"(40.185741262593, 44.569219433178)",4598,5209,5550,14810,6900,6744,9694,2061,4661,8865,3555,10249,2701,6534,8413,6423,4191,5108,6308,7785,8346,9748,3850,6535,0,0,0,1,3,0,0,0,1,1,0,0,0,1,0,0,0,0
bnakaran,d117617,232000.0,145.0,4.0,10.0,12.0,2.0,1,0,1,0,0,0,0,0,44.50822847,40.18469734,1,0,0,0,1,0,0,0,"(40.18469734, 44.50822847)",600,183,917,9837,1791,3323,4660,3397,4582,5030,4463,5423,6104,1857,4814,1763,1004,1535,3347,4918,4400,5833,7368,4830,4,7,11,4,5,8,6,6,1,3,2,0,2,2,0,5,0,0
bnakaran,d117573,290000.0,101.0,3.0,10.0,14.0,1.0,1,0,1,0,0,0,0,0,44.519886,40.203801,1,0,0,0,0,0,1,0,"(40.203801, 44.519886)",2020,2517,1820,11647,3830,5628,5443,2591,6110,4227,2432,7484,4482,2334,7157,2244,1955,3681,5576,7204,6738,8160,5580,6884,0,4,9,2,2,3,5,0,2,1,0,0,0,0,0,0,0,0
bnakaran,d117614,59000.0,59.0,2.0,2.0,9.0,1.0,0,0,0,1,0,1,0,0,44.513352253964,40.183516598298,0,0,1,0,1,0,0,0,"(40.183516598298, 44.513352253964)",313,458,1246,10198,2170,3311,5115,3022,4236,5379,4258,5738,5786,2256,4887,2156,630,1371,3257,4881,4523,5976,7070,4644,12,10,24,4,3,7,7,2,0,4,0,1,1,3,0,4,0,0
