,source,id,price,area,rooms,floor,storeys,building_type,condition,bathroom_count,new_building,F_Elevator,F_Furniture,F_Heating System,F_Security,F_Internet,F_Balcony,F_Air Conditioner,latitude,longitude
400,myrealty,138642,215000,56,2,14,17,Panel,New/Excellent Condition,1,0,0,0,0,0,0,0,0,44.50449735,40.1832187
401,myrealty,138637,195000,75,3,11,12,Monolit,New/Excellent Condition,1,1,1,1,1,0,1,0,0,44.509269992836,40.20967865714541
402,myrealty,138631,400000,147,3,14,18,Monolit,New/Excellent Condition,2,1,1,1,1,0,1,0,1,44.583870697678144,40.21673211791397
403,myrealty,138685,190000,83,3,10,15,Panel,Good Condition,1,0,1,0,1,0,1,1,0,44.50759201950419,40.19012669592037
404,myrealty,138606,270000,104,3,5,12,Monolit,New/Excellent Condition,2,1,1,1,1,0,1,0,1,44.499155086504345,40.19562050194883
405,myrealty,138604,155000,61,2,1,4,Stone,New/Excellent Condition,1,0,0,1,1,0,1,0,1,44.51872985,40.204131149999995
406,myrealty,138550,270000,98,3,4,10,Other,Good Condition,2,0,1,0,0,0,0,1,0,44.5180200101794,40.18203709652422
407,myrealty,138548,125000,54,3,5,11,Monolit,New/Excellent Condition,1,0,1,1,1,0,1,1,1,44.48818834760215,40.15458305313542
408,myrealty,138543,115000,68,2,3,10,Panel,Good Condition,1,0,0,0,1,0,0,0,0,44.52473536231635,40.20625843913501
409,myrealty,138468,235000,116,4,12,12,Panel,Good Condition,1,0,0,0,0,0,0,0,0,44.525275644939626,40.18489525304254
410,myrealty,138467,145000,83,3,3,5,Stone,Good Condition,1,0,0,0,0,0,0,0,0,44.52473536231635,40.20625843913501
411,myrealty,140760,399000,150,5,9,9,Monolit,New/Excellent Condition,3,1,1,1,1,0,1,0,0,44.48439985,40.14520375
412,myrealty,138466,128000,63,2,4,5,Stone,Good Condition,1,0,0,0,0,0,0,0,0,44.52473536231635,40.20625843913501
413,myrealty,138455,118000,80,3,6,9,Panel,New/Excellent Condition,1,0,1,1,1,0,0,0,0,44.4972968,40.20489739999999
414,myrealty,138449,170000,72,3,9,9,Panel,Good Condition,1,0,1,1,1,0,1,1,0,44.52003469603711,40.17296185385123
415,myrealty,138434,190000,108,4,4,4,Other,New/Excellent Condition,2,0,0,1,1,0,1,0,0,44.5388218,40.222082400000005
416,myrealty,138430,120000,41,2,6,14,Monolit,New/Excellent Condition,1,1,1,1,1,0,1,0,0,44.489355959454166,40.21403837276494
417,myrealty,139700,560000,153,3,4,7,Monolit,New/Excellent Condition,2,1,1,1,1,0,1,0,0,44.50449735,40.1832187
418,myrealty,138411,408000,123,3,8,18,Monolit,New/Excellent Condition,2,1,1,1,1,0,1,0,1,44.489355959454166,40.21403837276494
419,myrealty,138359,190000,59,2,2,5,Stone,New/Excellent Condition,1,0,0,1,1,0,1,0,1,44.514048989347714,40.1861605885798
420,myrealty,138370,100000,71,3,2,9,Panel,Good Condition,1,0,1,1,1,0,0,1,0,44.58217085,40.187315999999996
421,myrealty,138360,360000,112,3,5,12,Monolit,New/Excellent Condition,1,1,1,1,1,0,1,0,1,44.50824234549154,40.20230021885149
422,myrealty,138349,140000,65,2,3,5,Stone,New/Excellent Condition,1,0,0,1,1,0,1,0,0,44.48391940382059,40.15066923296988
423,myrealty,138336,270000,80,3,3,4,Stone,New/Excellent Condition,1,0,0,1,1,0,1,0,1,44.499472776670245,40.180107053322125
424,myrealty,138331,218000,62,2,4,4,Stone,New/Excellent Condition,1,0,0,1,1,0,1,0,0,44.499437857296144,40.19210576699806
425,myrealty,138318,230000,112,3,4,13,Monolit,New/Excellent Condition,2,1,0,1,1,0,1,0,1,44.52473536231635,40.20625843913501
426,myrealty,138307,215000,86,3,2,9,Monolit,New/Excellent Condition,1,1,1,1,0,0,0,0,0,44.48439985,40.14520375
427,myrealty,138304,96000,60,2,9,10,Panel,Good Condition,1,0,0,0,0,0,0,0,0,44.488778350000004,40.198756849999995
428,myrealty,138305,140000,65,2,3,5,Stone,New/Excellent Condition,1,0,0,1,1,0,0,0,1,44.48391940382059,40.15066923296988
429,myrealty,138274,115000,41,2,3,9,Panel,New/Excellent Condition,1,0,1,1,1,0,1,0,1,44.51488777979646,40.16624129129846
430,myrealty,138234,88000,42,1,6,10,Stone,Good Condition,1,0,1,0,1,0,1,0,0,44.49141207406966,40.19293930149094
431,myrealty,138192,175000,103,3,3,10,Panel,New/Excellent Condition,1,0,0,0,0,0,0,0,0,44.52003469603711,40.17296185385123
432,myrealty,138191,275000,83,3,3,5,Stone,New/Excellent Condition,1,0,0,0,0,0,0,0,0,44.51959732658925,40.20241187184684
433,myrealty,138172,495000,134,3,16,22,Monolit,Good Condition,2,1,0,1,1,0,1,1,1,44.519048808509375,40.177015330930764
434,myrealty,138175,118000,70,2,5,5,Stone,Good Condition,1,0,0,0,0,0,0,0,0,44.52473536231635,40.20625843913501
435,myrealty,138145,1750000,345,6,7,15,Monolit,New/Excellent Condition,5,1,1,1,1,0,1,0,1,44.51863665459219,40.17606564344017
436,myrealty,138135,150000,57,2,13,16,Monolit,Needs Renovation/Repair,1,0,1,0,0,0,0,0,0,44.493826561382456,40.140887872078665
437,myrealty,138119,165000,91,4,2,5,Stone,Good Condition,1,0,0,0,1,0,0,1,0,44.49844424700246,40.19994302020931
438,myrealty,138116,299000,126,4,10,10,Monolit,New/Excellent Condition,2,1,0,0,0,0,0,0,0,44.48439985,40.14520375
439,myrealty,138066,230000,92,3,5,5,Stone,New/Excellent Condition,1,0,0,0,1,0,0,1,0,44.52473536231635,40.20625843913501
440,myrealty,138158,102000,63,2,2,5,Stone,New/Excellent Condition,1,0,0,1,1,0,1,0,0,44.4567380668362,40.166016462777485
441,myrealty,138057,380000,84,4,2,3,Stone,New/Excellent Condition,2,0,0,1,1,0,0,0,0,44.51240035,40.1775186
442,myrealty,138050,141000,66,3,12,12,Monolit,New/Excellent Condition,1,1,1,1,1,0,0,0,0,44.4567380668362,40.166016462777485
443,myrealty,138048,305000,90,3,2,5,Stone,New/Excellent Condition,1,0,0,0,1,0,0,0,0,44.514048989347714,40.1861605885798
444,myrealty,138047,335000,130,4,10,16,Panel,New/Excellent Condition,1,0,1,1,0,0,0,0,0,44.505052000470215,40.183781674798254
445,myrealty,138020,99000,46,2,15,16,Monolit,Needs Renovation/Repair,1,1,1,0,0,0,0,0,0,44.49082633472604,40.19822318396341
446,myrealty,138014,430000,180,4,3,9,Monolit,New/Excellent Condition,1,1,1,1,1,0,0,0,1,44.50523170804844,40.19493042144863
447,myrealty,138009,330000,60,2,5,16,Monolit,New/Excellent Condition,1,1,1,1,1,0,0,0,0,44.51959732658925,40.20241187184684
448,myrealty,138001,280000,42,2,5,18,Monolit,New/Excellent Condition,1,1,0,1,1,0,1,0,1,44.5074118246583,40.184754985885355
449,myrealty,138045,270000,90,3,2,4,Stone,New/Excellent Condition,1,0,0,1,1,0,1,0,1,44.52011953345346,40.17752762983332
450,myrealty,138155,2100000,315,5,5,10,Monolit,New/Excellent Condition,4,1,1,1,1,1,1,0,1,44.51467793334746,40.18220208362412
451,myrealty,137953,1650000,235,5,4,9,Monolit,New/Excellent Condition,5,1,1,1,1,0,1,0,1,44.517821617617976,40.177431841441944
452,myrealty,138044,205000,95,3,3,14,Monolit,New/Excellent Condition,2,1,0,0,1,0,1,0,1,44.5388218,40.222082400000005
453,myrealty,137900,320000,101,3,2,5,Stone,New/Excellent Condition,1,0,0,0,0,0,0,0,0,44.5776738850503,40.217118108862934
454,myrealty,138049,280000,96,4,12,12,Monolit,New/Excellent Condition,2,1,1,1,1,1,1,0,1,44.52733885,40.20019725
455,myrealty,137933,165000,95,3,4,5,Monolit,New/Excellent Condition,1,1,1,1,1,0,1,0,1,44.57111460185527,40.2061998983339
456,myrealty,137984,155000,87,4,6,9,Panel,New/Excellent Condition,2,0,1,1,1,0,1,0,1,44.49633619872418,40.22328636163789
457,myrealty,137787,400000,132,2,13,14,Monolit,New/Excellent Condition,1,1,0,1,1,0,1,0,1,44.50777117033231,40.21015348895229
458,myrealty,137750,345000,108,4,2,5,Stone,Good Condition,2,1,0,0,1,0,1,0,0,44.51642634119875,40.18161375666288
459,myrealty,137696,320000,90,3,7,7,Stone,New/Excellent Condition,2,0,0,1,1,0,1,0,1,44.525275644939626,40.18489525304254
460,myrealty,137680,136000,37,2,3,5,Stone,New/Excellent Condition,1,0,0,1,1,0,1,0,0,44.51488777979646,40.16624129129846
461,myrealty,137939,135000,79,3,2,9,Panel,Good Condition,1,0,1,1,1,0,1,0,0,44.5197902,40.1991886
462,myrealty,137938,250000,94,3,5,9,Monolit,New/Excellent Condition,1,1,1,1,1,0,1,0,0,44.5388218,40.222082400000005
463,myrealty,137669,175000,76,3,3,3,Stone,New/Excellent Condition,1,0,0,1,1,0,1,0,1,44.488778350000004,40.198756849999995
464,myrealty,137627,125000,69,2,8,17,Monolit,Needs Renovation/Repair,1,1,0,0,0,0,0,0,0,44.47901360553009,40.1913012967552
465,myrealty,137628,350000,175,4,11,12,Monolit,Needs Renovation/Repair,2,1,0,0,0,0,0,0,0,44.50164222859443,40.19625902492543
466,myrealty,137582,217000,99,2,9,10,Panel,New/Excellent Condition,1,0,0,0,0,0,0,0,0,44.49141207406966,40.19293930149094
467,myrealty,137560,197000,55,2,2,5,Monolit,New/Excellent Condition,1,1,0,1,1,0,1,0,1,44.50523170804844,40.19493042144863
468,myrealty,137543,120000,75,2,8,10,Panel,Good Condition,1,0,0,0,0,0,0,0,0,44.50264037003831,40.20040397660547
469,myrealty,137542,102000,74,2,10,10,Panel,Good Condition,1,0,0,0,0,0,0,0,0,44.52473536231635,40.20625843913501
470,myrealty,137530,117000,66,2,7,10,Panel,New/Excellent Condition,1,0,0,0,0,0,0,0,0,44.4972968,40.20489739999999
471,myrealty,137425,125000,92,3,9,13,Panel,Good Condition,1,0,1,0,0,0,0,1,0,44.4972968,40.20489739999999
472,myrealty,137535,197000,55,2,2,5,Monolit,New/Excellent Condition,1,1,1,1,1,0,1,0,1,44.50523170804844,40.19493042144863
473,myrealty,137338,339000,100,3,3,5,Stone,New/Excellent Condition,1,0,0,0,0,0,0,0,0,44.519048808509375,40.177015330930764
474,myrealty,137337,86000,45,2,5,5,Stone,Good Condition,1,0,0,0,0,0,0,0,0,44.497928566324596,40.203858779099114
475,myrealty,137291,89000,87,3,2,16,Panel,Needs Renovation/Repair,1,0,0,0,0,0,0,0,0,44.468463099999994,40.199323
476,myrealty,137225,204000,110,4,4,5,Stone,Good Condition,1,0,0,1,1,0,1,0,1,44.52473536231635,40.20625843913501
477,myrealty,137222,385000,96,3,3,12,Monolit,New/Excellent Condition,2,1,1,1,1,1,1,0,1,44.52733885,40.20019725
478,myrealty,137207,180000,64,3,11,12,Monolit,New/Excellent Condition,1,1,0,1,0,0,1,0,1,44.51488777979646,40.16624129129846
479,myrealty,137198,296000,123,3,6,21,Monolit,New/Excellent Condition,2,1,1,1,1,0,1,0,1,44.509269992836,40.20967865714541
480,myrealty,139275,137000,62,2,9,14,Monolit,Needs Renovation/Repair,1,1,1,0,1,1,0,0,0,44.50777117033231,40.21015348895229
481,myrealty,137191,700000,145,3,3,10,Monolit,New/Excellent Condition,3,1,0,0,0,0,0,0,0,44.52381655212627,40.19066524195801
482,myrealty,137185,168000,60,2,7,10,Monolit,Needs Renovation/Repair,1,1,0,0,0,0,0,0,0,44.51240035,40.1775186
483,myrealty,137181,250000,125,3,13,15,Monolit,New/Excellent Condition,2,1,0,0,0,0,0,0,0,44.519048808509375,40.177015330930764
484,myrealty,137170,190000,64,2,10,16,Monolit,New/Excellent Condition,1,1,0,0,1,0,1,0,0,44.52473536231635,40.20625843913501
485,myrealty,137371,145000,62,2,2,12,Monolit,Needs Renovation/Repair,1,1,1,0,0,0,0,0,0,44.50824234549154,40.20230021885149
486,myrealty,137139,320000,49,2,6,17,Monolit,New/Excellent Condition,1,1,0,1,1,0,0,0,0,44.51959732658925,40.20241187184684
487,myrealty,137501,194000,151,4,5,15,Monolit,Needs Renovation/Repair,2,1,0,0,0,0,0,0,0,44.476933542701154,40.20438901998362
488,myrealty,137127,189000,66,2,3,5,Stone,Good Condition,1,0,0,0,0,0,0,0,0,44.50948029563954,40.17885352616499
489,myrealty,137126,365000,130,4,5,14,Monolit,New/Excellent Condition,2,1,0,0,1,0,1,0,1,44.50777117033231,40.21015348895229
490,myrealty,137125,375000,65,2,2,5,Monolit,New/Excellent Condition,1,1,1,1,1,0,1,0,1,44.50523170804844,40.19493042144863
491,myrealty,137122,480000,92,2,18,22,Monolit,New/Excellent Condition,2,1,1,1,1,0,1,0,1,44.583870697678144,40.21673211791397
492,myrealty,137097,105000,33,1,2,5,Stone,New/Excellent Condition,1,0,0,1,1,0,1,0,0,44.51344849450384,40.1767382062846
493,myrealty,137094,114000,80,3,13,14,Panel,Good Condition,1,0,1,0,0,0,0,0,0,44.48439985,40.14520375
494,myrealty,137092,135000,56,2,4,5,Stone,New/Excellent Condition,1,0,0,1,1,0,1,0,1,44.509269992836,40.20967865714541
495,myrealty,137367,87000,45,2,6,7,Stone,Good Condition,1,0,1,0,0,0,0,0,0,44.51872985,40.204131149999995
496,myrealty,137167,560000,110,3,6,6,Stone,New/Excellent Condition,2,0,1,1,1,0,1,0,1,44.525275644939626,40.18489525304254
497,myrealty,138238,180000,64,3,11,12,Monolit,New/Excellent Condition,1,1,0,1,0,0,1,0,1,44.51488777979646,40.16624129129846
498,myrealty,137031,75000,53,2,10,18,Monolit,Needs Renovation/Repair,1,1,1,0,0,0,0,0,0,44.47901360553009,40.1913012967552
499,myrealty,136972,225000,91,3,1,7,Monolit,New/Excellent Condition,2,1,1,1,1,1,1,0,1,44.47934247499251,40.150660083827475
500,myrealty,137008,280000,95,3,6,9,Panel,Good Condition,1,0,0,0,1,0,0,0,1,44.517821617617976,40.177431841441944
501,myrealty,136882,148000,40,2,3,5,Stone,New/Excellent Condition,1,0,0,0,0,0,0,0,0,44.51488777979646,40.16624129129846
502,myrealty,136858,162000,74,2,9,20,Monolit,Needs Renovation/Repair,1,1,1,0,0,1,0,0,0,44.52473536231635,40.20625843913501
503,myrealty,136943,465000,107,3,11,15,Monolit,Needs Renovation/Repair,2,1,1,0,0,1,0,0,0,44.51959732658925,40.20241187184684
504,myrealty,136825,250000,114,4,3,10,Monolit,New/Excellent Condition,1,1,1,1,1,0,1,0,1,44.5388218,40.222082400000005
505,myrealty,136823,110000,70,3,10,14,Monolit,Good Condition,1,1,0,0,0,0,0,0,0,44.46783642958279,40.19156890671495
506,myrealty,136806,235000,76,2,7,12,Monolit,Needs Renovation/Repair,1,1,0,0,1,0,0,0,0,44.50824234549154,40.20230021885149
507,myrealty,136792,229000,55,2,13,15,Monolit,New/Excellent Condition,1,1,0,0,0,0,0,0,0,44.51488777979646,40.16624129129846
508,myrealty,136787,255000,53,2,5,20,Monolit,New/Excellent Condition,1,1,0,0,0,0,0,0,0,44.51863665459219,40.17606564344017
509,myrealty,136786,294000,64,2,6,15,Monolit,New/Excellent Condition,1,1,0,0,0,0,0,0,0,44.51863665459219,40.17606564344017
510,myrealty,136743,730000,210,5,5,14,Other,New/Excellent Condition,2,0,1,1,1,0,1,0,1,44.50603348930943,40.19194689069822
511,myrealty,136662,270000,92,2,11,17,Monolit,New/Excellent Condition,1,1,1,1,1,0,1,0,1,44.52473536231635,40.20625843913501
512,myrealty,136915,230000,67,2,2,14,Monolit,New/Excellent Condition,1,1,0,1,0,0,1,0,0,44.50523170804844,40.19493042144863
513,myrealty,137706,400000,132,2,13,14,Monolit,New/Excellent Condition,2,1,1,1,1,1,1,0,1,44.50777117033231,40.21015348895229
514,myrealty,136573,95000,43,2,6,10,Panel,New/Excellent Condition,1,0,1,1,1,0,1,0,1,44.51413593557797,40.210664400899944
515,myrealty,136514,95600,71,3,4,12,Panel,Good Condition,1,0,0,0,0,0,0,0,0,44.488778350000004,40.198756849999995
516,myrealty,137090,92000,76,3,5,5,Stone,New/Excellent Condition,1,0,0,0,1,0,0,0,1,44.437979600000006,40.173225450000004
517,myrealty,136756,177000,81,3,7,16,Monolit,Needs Renovation/Repair,1,1,0,0,0,0,0,0,0,44.509269992836,40.20967865714541
518,myrealty,136511,380000,123,3,8,18,Monolit,New/Excellent Condition,2,1,1,1,1,0,1,0,1,44.489355959454166,40.21403837276494
519,myrealty,136503,600000,93,3,3,5,Stone,New/Excellent Condition,1,0,0,1,1,0,0,0,0,44.51548071604492,40.190139066908706
520,myrealty,136480,360000,145,3,3,6,Monolit,New/Excellent Condition,2,1,0,0,0,0,0,0,0,44.50523170804844,40.19493042144863
521,myrealty,136471,210000,59,1,7,18,Monolit,New/Excellent Condition,1,1,0,0,0,0,0,0,0,44.583870697678144,40.21673211791397
522,myrealty,136452,130000,65,2,12,13,Monolit,Needs Renovation/Repair,1,1,0,0,0,0,0,0,0,44.476933542701154,40.20438901998362
523,myrealty,136499,60000,43,1,5,5,Stone,Good Condition,1,0,0,1,1,0,0,1,0,44.48028805,40.20511795
524,myrealty,136496,207000,110,3,10,18,Monolit,New/Excellent Condition,2,1,1,1,1,1,1,0,0,44.4567380668362,40.166016462777485
525,myrealty,136384,212000,93,4,6,12,Other,Good Condition,1,0,0,0,0,0,0,0,0,44.5273774,40.17699785
526,myrealty,136371,105000,67,2,6,10,Panel,Good Condition,1,0,0,0,0,0,0,0,0,44.49141207406966,40.19293930149094
527,myrealty,136351,240000,93,3,6,15,Monolit,Needs Renovation/Repair,2,1,0,0,0,0,0,0,0,44.5273774,40.17699785
528,myrealty,136414,425000,116,3,3,16,Monolit,New/Excellent Condition,2,1,1,0,1,1,1,0,1,44.4972968,40.20489739999999
529,myrealty,136372,196000,140,4,4,4,Monolit,New/Excellent Condition,1,1,1,1,1,1,0,0,1,44.552282393219535,40.19046429667407
530,myrealty,136270,360000,80,3,3,10,Monolit,Good Condition,2,1,1,1,1,0,0,0,1,44.5074118246583,40.184754985885355
531,myrealty,136180,480000,85,3,3,5,Stone,New/Excellent Condition,2,0,0,0,0,0,0,0,0,44.52311939810804,40.18877081913275
532,myrealty,136175,170000,68,3,10,14,Monolit,New/Excellent Condition,1,1,1,1,1,0,1,1,1,44.50409202665325,40.17429211194108
533,myrealty,136173,82000,30,1,3,4,Stone,New/Excellent Condition,1,0,0,1,0,0,1,0,0,44.52473536231635,40.20625843913501
534,myrealty,136170,95000,50,2,7,15,Monolit,Needs Renovation/Repair,1,1,1,0,0,0,0,0,0,44.49082633472604,40.19822318396341
535,myrealty,136096,245000,85,3,13,16,Monolit,New/Excellent Condition,1,1,0,1,1,0,1,0,1,44.482691873318714,40.181589956787796
536,myrealty,136094,290000,108,3,7,15,Monolit,New/Excellent Condition,2,1,1,1,1,1,1,0,1,44.539173935967966,40.16188844717563
537,myrealty,135918,190000,83,3,13,14,Monolit,New/Excellent Condition,1,1,1,1,1,0,1,0,0,44.476933542701154,40.20438901998362
538,myrealty,136000,1000000,192,3,10,13,Monolit,New/Excellent Condition,2,1,1,1,1,1,0,0,0,44.52381655212627,40.19066524195801
539,myrealty,135884,87000,47,1,2,5,Stone,Good Condition,1,0,0,0,0,0,0,0,1,44.520265311668524,40.1995721688172
540,myrealty,135870,128000,37,1,2,10,Panel,Good Condition,1,0,0,0,0,0,0,0,0,44.51488777979646,40.16624129129846
541,myrealty,135790,310000,92,2,10,15,Monolit,New/Excellent Condition,1,1,0,1,1,0,1,0,1,44.50409202665325,40.17429211194108
542,myrealty,135789,255000,113,3,4,13,Monolit,New/Excellent Condition,2,1,0,1,1,0,0,0,0,44.52473536231635,40.20625843913501
543,myrealty,135775,290000,50,2,4,17,Monolit,New/Excellent Condition,1,1,1,1,1,0,1,0,1,44.51959732658925,40.20241187184684
544,myrealty,135773,265000,62,2,8,21,Monolit,New/Excellent Condition,1,1,0,1,0,0,0,0,0,44.583870697678144,40.21673211791397
545,myrealty,135860,400000,115,3,11,15,Monolit,Good Condition,2,1,1,0,1,0,0,0,0,44.52706263472466,40.205140244623664
546,myrealty,135704,550000,172,6,4,4,Stone,New/Excellent Condition,2,0,0,1,1,0,0,0,0,44.50449735,40.1832187
547,myrealty,136510,408000,123,3,8,18,Monolit,New/Excellent Condition,2,1,1,1,1,1,1,0,0,44.489355959454166,40.21403837276494
548,myrealty,135755,250000,96,3,7,11,Panel,New/Excellent Condition,1,0,1,1,1,0,1,0,1,44.505052000470215,40.183781674798254
549,myrealty,136014,245000,105,4,6,7,Stone,New/Excellent Condition,2,0,1,1,1,1,1,0,1,44.4672332201912,40.19625664909909
550,myrealty,135626,183500,83,3,2,8,Monolit,New/Excellent Condition,1,1,0,1,0,0,0,0,1,44.48439985,40.14520375
551,myrealty,135620,80000,40,1,5,5,Stone,Good Condition,1,0,0,1,0,0,0,0,0,44.509269992836,40.20967865714541
552,myrealty,135618,128000,46,2,2,9,Monolit,New/Excellent Condition,1,1,1,1,0,0,0,0,0,44.48439985,40.14520375
553,myrealty,135890,1450000,280,2,7,10,Monolit,New/Excellent Condition,2,1,1,1,1,1,1,0,1,44.511512091954756,40.17739277146087
554,myrealty,135556,220000,99,3,17,17,Monolit,New/Excellent Condition,2,1,1,0,0,0,0,0,0,44.5902935,40.18955105
555,myrealty,135555,193000,99,3,7,17,Monolit,New/Excellent Condition,2,0,1,1,0,0,0,0,0,44.5902935,40.18955105
556,myrealty,135519,90000,46,2,10,20,Monolit,Needs Renovation/Repair,1,1,1,0,0,0,0,0,0,44.4567380668362,40.166016462777485
557,myrealty,137091,130000,83,3,5,5,Stone,Good Condition,1,0,0,1,1,0,1,1,1,44.49844424700246,40.19994302020931
558,myrealty,135586,160000,88,3,5,5,Stone,Needs Renovation/Repair,1,0,0,0,0,0,0,0,0,44.519048808509375,40.177015330930764
559,myrealty,135411,275000,92,2,11,16,Monolit,New/Excellent Condition,1,1,0,1,1,0,0,0,0,44.52473536231635,40.20625843913501
560,myrealty,136022,130000,62,2,2,5,Monolit,New/Excellent Condition,1,1,1,1,1,0,1,0,1,44.49633619872418,40.22328636163789
561,myrealty,135320,190000,74,4,13,18,Monolit,New/Excellent Condition,2,1,1,1,1,0,1,0,1,44.48439985,40.14520375
562,myrealty,135294,182000,87,2,2,6,Monolit,New/Excellent Condition,1,1,1,1,1,0,1,1,1,44.46234708546167,40.1906722427931
563,myrealty,135253,288000,96,3,5,11,Panel,Good Condition,1,0,1,0,1,0,0,0,0,44.51166722152143,40.182206184659805
564,myrealty,135107,1000000,183,4,14,20,Monolit,New/Excellent Condition,3,1,0,0,0,0,0,0,0,44.519048808509375,40.177015330930764
565,myrealty,135085,525000,96,2,5,14,Monolit,New/Excellent Condition,1,1,1,1,1,0,1,0,1,44.50449735,40.1832187
566,myrealty,135073,880000,200,3,8,18,Monolit,New/Excellent Condition,2,1,0,1,1,0,0,0,0,44.51240035,40.1775186
567,myrealty,135070,194000,44,3,4,9,Panel,New/Excellent Condition,1,0,0,1,1,0,0,0,0,44.505052000470215,40.183781674798254
568,myrealty,135062,880000,191,3,8,18,Monolit,New/Excellent Condition,2,1,1,1,1,0,1,0,1,44.51240035,40.1775186
569,myrealty,135051,810000,269,4,17,19,Monolit,New/Excellent Condition,4,1,0,1,1,0,1,0,1,44.53131187614989,40.2057431020302
570,myrealty,136580,210000,78,3,3,12,Monolit,Needs Renovation/Repair,2,1,0,0,0,0,0,0,0,44.52733885,40.20019725
571,myrealty,135010,230000,51,2,6,10,Monolit,New/Excellent Condition,1,1,0,0,0,0,0,0,0,44.5074118246583,40.184754985885355
572,myrealty,134977,128000,62,2,5,10,Panel,New/Excellent Condition,1,0,0,0,0,0,0,0,0,44.4972968,40.20489739999999
573,myrealty,134948,150000,69,2,3,9,Panel,Good Condition,1,0,1,1,1,0,1,0,0,44.50264037003831,40.20040397660547
574,myrealty,134944,190000,74,4,13,18,Other,New/Excellent Condition,2,1,1,1,1,0,1,0,1,44.48439985,40.14520375
575,myrealty,134934,175000,65,2,18,18,Monolit,Needs Renovation/Repair,1,1,1,0,0,1,0,0,0,44.4972968,40.20489739999999
576,myrealty,134905,155000,50,2,5,9,Panel,New/Excellent Condition,1,0,0,0,1,0,0,0,0,44.499472776670245,40.180107053322125
577,myrealty,134902,515000,105,3,8,14,Monolit,New/Excellent Condition,2,1,1,1,1,0,1,0,1,44.499472776670245,40.180107053322125
578,myrealty,134815,160000,96,4,9,9,Other,Good Condition,1,0,1,1,1,0,1,0,0,44.50292388371961,40.192933034202376
579,myrealty,134809,1170000,275,5,15,15,Monolit,New/Excellent Condition,3,1,0,0,0,0,0,0,0,44.482691873318714,40.181589956787796
580,myrealty,134937,790000,269,4,17,19,Monolit,New/Excellent Condition,4,1,1,1,1,1,1,0,1,44.53131187614989,40.2057431020302
581,myrealty,134726,210000,128,2,5,16,Monolit,Needs Renovation/Repair,2,1,0,0,0,0,0,0,0,44.54340269291652,40.19862324605405
582,myrealty,134723,210000,128,3,5,16,Monolit,Needs Renovation/Repair,2,1,1,0,0,0,0,0,0,44.54340269291652,40.19862324605405
583,myrealty,134673,96000,43,2,3,10,Panel,Good Condition,1,0,0,0,0,0,0,0,0,44.50264037003831,40.20040397660547
584,myrealty,134669,97000,50,2,3,5,Stone,New/Excellent Condition,1,0,0,0,0,0,0,0,0,44.51413593557797,40.210664400899944
585,myrealty,134736,354000,90,2,8,14,Monolit,New/Excellent Condition,2,1,1,1,1,0,1,0,1,44.499472776670245,40.180107053322125
586,myrealty,134627,140000,72,2,14,18,Monolit,Needs Renovation/Repair,1,1,1,0,1,0,0,0,0,44.52473536231635,40.20625843913501
587,myrealty,136288,90000,53,2,3,22,Monolit,Good Condition,1,1,0,0,0,0,0,0,0,44.49529424270469,40.17391370093009
588,myrealty,137333,200000,90,3,4,9,Panel,Good Condition,2,0,1,1,1,0,0,0,1,44.50759201950419,40.19012669592037
589,myrealty,134601,134000,61,2,3,5,Monolit,New/Excellent Condition,1,1,0,0,0,0,0,0,0,44.49857435,40.209585149999995
590,myrealty,134468,410000,130,4,7,14,Monolit,New/Excellent Condition,3,1,1,1,1,0,1,0,1,44.51583117054371,40.17148024125946
591,myrealty,134465,200000,97,3,5,12,Panel,New/Excellent Condition,2,0,0,0,0,0,0,0,0,44.52003469603711,40.17296185385123
592,myrealty,134464,160000,83,3,3,12,Panel,Good Condition,1,0,0,0,0,0,0,0,0,44.52003469603711,40.17296185385123
593,myrealty,134463,325000,108,3,6,6,Monolit,New/Excellent Condition,2,1,0,0,0,0,0,0,0,44.50523170804844,40.19493042144863
594,myrealty,134462,150000,76,3,3,5,Stone,Good Condition,1,0,0,0,0,0,0,0,0,44.49844424700246,40.19994302020931
595,myrealty,134415,255000,65,2,4,6,Monolit,New/Excellent Condition,1,1,1,1,1,0,1,0,1,44.50759201950419,40.19012669592037
596,myrealty,134405,325000,100,3,5,5,Stone,New/Excellent Condition,2,0,0,0,0,0,0,0,0,44.514048989347714,40.1861605885798
597,myrealty,134399,110000,80,3,1,5,Stone,Good Condition,1,0,0,0,0,0,0,0,0,44.49141207406966,40.19293930149094
598,myrealty,134369,650000,135,4,8,10,Monolit,New/Excellent Condition,2,1,1,1,1,0,1,1,1,44.51227294254827,40.19201414395731
599,myrealty,136640,580000,166,4,18,19,Monolit,New/Excellent Condition,3,1,1,1,1,0,1,0,0,44.53131187614989,40.2057431020302
600,myrealty,134332,295000,55,3,5,6,Monolit,New/Excellent Condition,1,1,1,1,1,0,1,0,1,44.517821617617976,40.177431841441944
601,myrealty,134331,219000,104,4,12,14,Panel,New/Excellent Condition,2,0,1,1,1,0,1,0,1,44.49091100920923,40.204181641463855
602,myrealty,137336,247000,85,3,4,5,Stone,New/Excellent Condition,1,0,0,1,0,0,1,0,1,44.5273774,40.17699785
